#ID	chr	strand	C1Start	C1End	AStart	AEnd	C2Start	C2End	trans_ID:exon#:trans_length	genes
chr21:-:FTCD:RefSeq_tri175845:v1	chr21	-	47565732	47565861	47565331	47565492	47558794	47558837	NM_006657:9-11:1905,NM_206965:9-11:1877,	FTCD,
chr21:-:FTCD:RefSeq_tri175846:v1	chr21	-	47565331	47565492	47558794	47558837	47558422	47558560	NM_006657:10-12:1905,NM_206965:10-12:1877,	FTCD,
chr21:-:FTCD:RefSeq_tri175847:v1	chr21	-	47558794	47558837	47558422	47558560	47557153	47557248	NM_006657:11-13:1905,NM_206965:11-13:1877,	FTCD,
chr21:-:FTCD:RefSeq_tri175848:v1	chr21	-	47558422	47558560	47557153	47557248	47556899	47556987	NM_006657:12-14:1905,	FTCD,
chr21:-:FTCD:RefSeq_tri175849:v1	chr21	-	47558422	47558560	47557153	47557248	47556694	47556987	NM_206965:12-14:1877,	FTCD,
chr21:-:FTCD:RefSeq_tri175850:v1	chr21	-	47557153	47557248	47556899	47556987	47556176	47556408	NM_006657:13-15:1905,	FTCD,
chr21:-:SLC19A1:RefSeq_tri175851:v1	chr21	-	46962282	46962385	46957685	46957922	46951303	46952062	NM_194255:1-3:2872,NM_001205206:1-3:1884,	SLC19A1,
chr21:-:SLC19A1:RefSeq_tri175852:v1	chr21	-	46957685	46957922	46951303	46952062	46950684	46950885	NM_194255:2-4:2872,NM_001205206:2-4:1884,	SLC19A1,
chr21:-:SLC19A1:RefSeq_tri175853:v1	chr21	-	46954452	46954542	46951303	46952062	46950684	46950885	NM_001205207:1-3:2621,	SLC19A1,
chr21:-:SLC19A1:RefSeq_tri175854:v1	chr21	-	46951303	46952062	46950684	46950885	46945731	46945872	NM_194255:3-5:2872,NM_001205207:2-4:2621,NM_001205206:3-5:1884,	SLC19A1,
chr21:-:SLC19A1:RefSeq_tri175855:v1	chr21	-	46950684	46950885	46945731	46945872	46934629	46936054	NM_194255:4-6:2872,NM_001205207:3-5:2621,	SLC19A1,
chr21:-:SLC19A1:RefSeq_tri175856:v1	chr21	-	46950684	46950885	46945731	46945872	46934629	46935066	NM_001205206:4-6:1884,	SLC19A1,
chr21:-:POFUT2:RefSeq_tri175857:v1	chr21	-	46707656	46707811	46705593	46705843	46703298	46703442	NM_133635:1-3:2869,NM_015227:1-3:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175858:v1	chr21	-	46705593	46705843	46703298	46703442	46702264	46702374	NM_133635:2-4:2869,NM_015227:2-4:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175859:v1	chr21	-	46703298	46703442	46702264	46702374	46698018	46698084	NM_133635:3-5:2869,NM_015227:3-5:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175860:v1	chr21	-	46702264	46702374	46698018	46698084	46696932	46697057	NM_133635:4-6:2869,NM_015227:4-6:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175861:v1	chr21	-	46698018	46698084	46696932	46697057	46689754	46689934	NM_133635:5-7:2869,NM_015227:5-7:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175862:v1	chr21	-	46696932	46697057	46689754	46689934	46687505	46687628	NM_133635:6-8:2869,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175863:v1	chr21	-	46696932	46697057	46689754	46689934	46683843	46687628	NM_015227:6-8:4823,	POFUT2,
chr21:-:POFUT2:RefSeq_tri175864:v1	chr21	-	46689754	46689934	46687505	46687628	46683843	46685550	NM_133635:7-9:2869,	POFUT2,
chr21:-:ITGB2:RefSeq_tri175865:v1	chr21	-	46348569	46348753	46330640	46330700	46330199	46330287	NM_001127491:1-3:2913,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175866:v1	chr21	-	46340736	46340965	46330640	46330700	46330199	46330287	NM_000211:1-3:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175867:v1	chr21	-	46330640	46330700	46330199	46330287	46326830	46327010	NM_001127491:2-4:2913,NM_000211:2-4:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175868:v1	chr21	-	46330199	46330287	46326830	46327010	46323280	46323450	NM_001127491:3-5:2913,NM_000211:3-5:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175869:v1	chr21	-	46326830	46327010	46323280	46323450	46321407	46321648	NM_001127491:4-6:2913,NM_000211:4-6:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175870:v1	chr21	-	46323280	46323450	46321407	46321648	46320235	46320390	NM_001127491:5-7:2913,NM_000211:5-7:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175871:v1	chr21	-	46321407	46321648	46320235	46320390	46318982	46319077	NM_001127491:6-8:2913,NM_000211:6-8:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175872:v1	chr21	-	46320235	46320390	46318982	46319077	46314886	46314975	NM_001127491:7-9:2913,NM_000211:7-9:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175873:v1	chr21	-	46318982	46319077	46314886	46314975	46313319	46313459	NM_001127491:8-10:2913,NM_000211:8-10:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175874:v1	chr21	-	46314886	46314975	46313319	46313459	46311724	46311911	NM_001127491:9-11:2913,NM_000211:9-11:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175875:v1	chr21	-	46313319	46313459	46311724	46311911	46309893	46310137	NM_001127491:10-12:2913,NM_000211:10-12:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175876:v1	chr21	-	46311724	46311911	46309893	46310137	46309191	46309410	NM_001127491:11-13:2913,NM_000211:11-13:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175877:v1	chr21	-	46309893	46310137	46309191	46309410	46308608	46308810	NM_001127491:12-14:2913,NM_000211:12-14:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175878:v1	chr21	-	46309191	46309410	46308608	46308810	46306651	46306817	NM_001127491:13-15:2913,NM_000211:13-15:2958,	ITGB2,
chr21:-:ITGB2:RefSeq_tri175879:v1	chr21	-	46308608	46308810	46306651	46306817	46305868	46306345	NM_001127491:14-16:2913,NM_000211:14-16:2958,	ITGB2,
chr21:-:PTTG1IP:RefSeq_tri175880:v1	chr21	-	46293417	46293818	46285310	46285362	46281078	46281186	NM_004339:1-3:2826,	PTTG1IP,
chr21:-:PTTG1IP:RefSeq_tri175881:v1	chr21	-	46285310	46285362	46281078	46281186	46276108	46276279	NM_004339:2-4:2826,	PTTG1IP,
chr21:-:PTTG1IP:RefSeq_tri175882:v1	chr21	-	46281078	46281186	46276108	46276279	46275125	46275171	NM_004339:3-5:2826,	PTTG1IP,
chr21:-:PTTG1IP:RefSeq_tri175883:v1	chr21	-	46276108	46276279	46275125	46275171	46269500	46271542	NM_004339:4-6:2826,	PTTG1IP,
chr21:-:SUMO3:RefSeq_tri175884:v1	chr21	-	46237863	46238044	46233891	46234019	46228962	46229033	NM_006936:1-3:1807,	SUMO3,
chr21:-:SUMO3:RefSeq_tri175885:v1	chr21	-	46233891	46234019	46228962	46229033	46225532	46226955	NM_006936:2-4:1807,	SUMO3,
chr21:-:UBE2G2:RefSeq_tri175886:v1	chr21	-	46221621	46221751	46221199	46221313	46207975	46208010	NM_182688:1-3:3498,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175887:v1	chr21	-	46221621	46221751	46207975	46208010	46207835	46207880	NM_003343:1-3:3383,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175888:v1	chr21	-	46221621	46221751	46197214	46197332	46193462	46193602	NM_001202489:1-3:3301,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175889:v1	chr21	-	46221199	46221313	46207975	46208010	46207835	46207880	NM_182688:2-4:3498,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175890:v1	chr21	-	46207975	46208010	46207835	46207880	46197214	46197332	NM_182688:3-5:3498,NM_003343:2-4:3383,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175891:v1	chr21	-	46207835	46207880	46197214	46197332	46193462	46193602	NM_182688:4-6:3498,NM_003343:3-5:3383,	UBE2G2,
chr21:-:UBE2G2:RefSeq_tri175892:v1	chr21	-	46197214	46197332	46193462	46193602	46188495	46191404	NM_001202489:2-4:3301,NM_182688:5-7:3498,NM_003343:4-6:3383,	UBE2G2,
chr21:-:TSPEAR:RefSeq_tri175893:v1	chr21	-	46131348	46131495	46110460	46110521	45987669	45987889	NM_001272037:1-3:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175894:v1	chr21	-	46131348	46131495	45987669	45987889	45953568	45953806	NM_144991:1-3:3967,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175895:v1	chr21	-	46110460	46110521	45987669	45987889	45953568	45953806	NM_001272037:2-4:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175896:v1	chr21	-	45987669	45987889	45953568	45953806	45950926	45951016	NM_144991:2-4:3967,NM_001272037:3-5:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175897:v1	chr21	-	45953568	45953806	45950926	45951016	45949681	45949837	NM_144991:3-5:3967,NM_001272037:4-6:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175898:v1	chr21	-	45950926	45951016	45949681	45949837	45948335	45948466	NM_144991:4-6:3967,NM_001272037:5-7:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175899:v1	chr21	-	45949681	45949837	45948335	45948466	45947175	45947401	NM_144991:5-7:3967,NM_001272037:6-8:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175900:v1	chr21	-	45948335	45948466	45947175	45947401	45945536	45945722	NM_144991:6-8:3967,NM_001272037:7-9:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175901:v1	chr21	-	45947175	45947401	45945536	45945722	45941766	45941995	NM_144991:7-9:3967,NM_001272037:8-10:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175902:v1	chr21	-	45945536	45945722	45941766	45941995	45929082	45929269	NM_144991:8-10:3967,NM_001272037:9-11:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175903:v1	chr21	-	45941766	45941995	45929082	45929269	45924663	45924764	NM_144991:9-11:3967,NM_001272037:10-12:4029,	TSPEAR,
chr21:-:TSPEAR:RefSeq_tri175904:v1	chr21	-	45929082	45929269	45924663	45924764	45917775	45919819	NM_144991:10-12:3967,NM_001272037:11-13:4029,	TSPEAR,
chr21:-:C21orf2:RefSeq_tri175905:v1	chr21	-	45759001	45759285	45757532	45757550	45755641	45755687	NM_004928:1-3:2233,NM_001271441:1-3:2590,NM_001271440:1-3:2230,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175906:v1	chr21	-	45758117	45758221	45757532	45757550	45756707	45756803	NM_001271442:1-3:2138,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175907:v1	chr21	-	45757532	45757550	45756707	45756803	45755641	45755687	NM_001271442:2-4:2138,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175908:v1	chr21	-	45757532	45757550	45755641	45755687	45752916	45753145	NM_004928:2-4:2233,NM_001271441:2-4:2590,NM_001271440:2-4:2230,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175909:v1	chr21	-	45756707	45756803	45755641	45755687	45752916	45753136	NM_001271442:3-5:2138,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175910:v1	chr21	-	45755641	45755687	45752916	45753145	45751726	45751897	NM_004928:3-5:2233,NM_001271441:3-5:2590,NM_001271440:3-5:2230,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175911:v1	chr21	-	45755641	45755687	45752916	45753136	45751726	45751897	NM_001271442:4-6:2138,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175912:v1	chr21	-	45752916	45753145	45751726	45751897	45750706	45750802	NM_004928:4-6:2233,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175913:v1	chr21	-	45752916	45753145	45751726	45751897	45750706	45750799	NM_001271440:4-6:2230,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175914:v1	chr21	-	45752916	45753145	45751726	45751897	45750346	45750799	NM_001271441:4-6:2590,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175915:v1	chr21	-	45752916	45753136	45751726	45751897	45750706	45750799	NM_001271442:5-7:2138,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175916:v1	chr21	-	45751726	45751897	45750706	45750802	45748827	45750209	NM_004928:5-7:2233,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175917:v1	chr21	-	45751726	45751897	45750706	45750799	45748827	45750209	NM_001271442:6-8:2138,NM_001271440:5-7:2230,	C21orf2,
chr21:-:C21orf2:RefSeq_tri175918:v1	chr21	-	45751726	45751897	45750346	45750799	45748827	45750209	NM_001271441:5-7:2590,	C21orf2,
chr21:-:DNMT3L:RefSeq_tri175919:v1	chr21	-	45681623	45682099	45681037	45681149	45680678	45680722	NM_013369:1-3:1706,NM_175867:1-3:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175920:v1	chr21	-	45681037	45681149	45680678	45680722	45679515	45679594	NM_013369:2-4:1706,NM_175867:2-4:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175921:v1	chr21	-	45680678	45680722	45679515	45679594	45679320	45679432	NM_013369:3-5:1706,NM_175867:3-5:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175922:v1	chr21	-	45679515	45679594	45679320	45679432	45678406	45678577	NM_013369:4-6:1706,NM_175867:4-6:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175923:v1	chr21	-	45679320	45679432	45678406	45678577	45675950	45676037	NM_013369:5-7:1706,NM_175867:5-7:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175924:v1	chr21	-	45678406	45678577	45675950	45676037	45674500	45674588	NM_013369:6-8:1706,NM_175867:6-8:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175925:v1	chr21	-	45675950	45676037	45674500	45674588	45671506	45671581	NM_013369:7-9:1706,NM_175867:7-9:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175926:v1	chr21	-	45674500	45674588	45671506	45671581	45670693	45670832	NM_013369:8-10:1706,NM_175867:8-10:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175927:v1	chr21	-	45671506	45671581	45670693	45670832	45668909	45668994	NM_013369:9-11:1706,NM_175867:9-11:1703,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175928:v1	chr21	-	45670693	45670832	45668909	45668994	45666222	45666448	NM_013369:10-12:1706,	DNMT3L,
chr21:-:DNMT3L:RefSeq_tri175929:v1	chr21	-	45670693	45670832	45668909	45668994	45666222	45666445	NM_175867:10-12:1703,	DNMT3L,
chr21:-:ICOSLG:RefSeq_tri175930:v1	chr21	-	45660687	45660834	45658331	45658371	45656750	45657100	NM_015259:1-3:3238,	ICOSLG,
chr21:-:ICOSLG:RefSeq_tri175931:v1	chr21	-	45658331	45658371	45656750	45657100	45655155	45655445	NM_015259:2-4:3238,	ICOSLG,
chr21:-:ICOSLG:RefSeq_tri175932:v1	chr21	-	45656750	45657100	45655155	45655445	45651163	45651327	NM_015259:3-5:3238,	ICOSLG,
chr21:-:ICOSLG:RefSeq_tri175933:v1	chr21	-	45655155	45655445	45651163	45651327	45649937	45649972	NM_015259:4-6:3238,	ICOSLG,
chr21:-:ICOSLG:RefSeq_tri175934:v1	chr21	-	45651163	45651327	45649937	45649972	45646722	45648927	NM_015259:5-7:3238,	ICOSLG,
chr21:-:CSTB:RefSeq_tri175935:v1	chr21	-	45196085	45196256	45194539	45194640	45193546	45194211	NM_000100:1-3:940,	CSTB,
chr21:-:HSF2BP:RefSeq_tri175936:v1	chr21	-	45079267	45079374	45077942	45078201	45076468	45076618	NM_007031:1-3:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175937:v1	chr21	-	45077942	45078201	45076468	45076618	45064170	45064273	NM_007031:2-4:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175938:v1	chr21	-	45076468	45076618	45064170	45064273	45053153	45053302	NM_007031:3-5:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175939:v1	chr21	-	45064170	45064273	45053153	45053302	45050203	45050335	NM_007031:4-6:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175940:v1	chr21	-	45053153	45053302	45050203	45050335	45033711	45033828	NM_007031:5-7:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175941:v1	chr21	-	45050203	45050335	45033711	45033828	45012106	45012209	NM_007031:6-8:1899,	HSF2BP,
chr21:-:HSF2BP:RefSeq_tri175942:v1	chr21	-	45033711	45033828	45012106	45012209	44949072	44949842	NM_007031:7-9:1899,	HSF2BP,
chr21:-:SIK1:RefSeq_tri175943:v1	chr21	-	44846890	44847002	44845903	44846072	44845287	44845403	NM_173354:1-3:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175944:v1	chr21	-	44845903	44846072	44845287	44845403	44841854	44841917	NM_173354:2-4:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175945:v1	chr21	-	44845287	44845403	44841854	44841917	44841518	44841679	NM_173354:3-5:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175946:v1	chr21	-	44841854	44841917	44841518	44841679	44841123	44841247	NM_173354:4-6:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175947:v1	chr21	-	44841518	44841679	44841123	44841247	44840890	44841013	NM_173354:5-7:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175948:v1	chr21	-	44841123	44841247	44840890	44841013	44840114	44840337	NM_173354:6-8:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175949:v1	chr21	-	44840890	44841013	44840114	44840337	44839739	44839885	NM_173354:7-9:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175950:v1	chr21	-	44840114	44840337	44839739	44839885	44839233	44839358	NM_173354:8-10:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175951:v1	chr21	-	44839739	44839885	44839233	44839358	44838901	44839117	NM_173354:9-11:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175952:v1	chr21	-	44839233	44839358	44838901	44839117	44838140	44838421	NM_173354:10-12:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175953:v1	chr21	-	44838901	44839117	44838140	44838421	44837423	44837654	NM_173354:11-13:4703,	SIK1,
chr21:-:SIK1:RefSeq_tri175954:v1	chr21	-	44838140	44838421	44837423	44837654	44834398	44836997	NM_173354:12-14:4703,	SIK1,
chr21:-:U2AF1:RefSeq_tri175955:v1	chr21	-	44527561	44527688	44524425	44524512	44521476	44521542	NM_001025204:1-3:1020,NM_001025203:1-3:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175956:v1	chr21	-	44527561	44527688	44524425	44524512	44520563	44520629	NM_006758:1-3:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175957:v1	chr21	-	44524425	44524512	44521476	44521542	44520563	44520629	NM_001025204:2-4:1020,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175958:v1	chr21	-	44524425	44524512	44521476	44521542	44515804	44515853	NM_001025203:2-4:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175959:v1	chr21	-	44524425	44524512	44520563	44520629	44515804	44515853	NM_006758:2-4:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175960:v1	chr21	-	44521476	44521542	44520563	44520629	44515804	44515853	NM_001025204:3-5:1020,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175961:v1	chr21	-	44521476	44521542	44515804	44515853	44515548	44515646	NM_001025203:3-5:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175962:v1	chr21	-	44520563	44520629	44515804	44515853	44515548	44515646	NM_001025204:4-6:1020,NM_006758:3-5:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175963:v1	chr21	-	44515804	44515853	44515548	44515646	44514765	44514898	NM_001025204:5-7:1020,NM_001025203:4-6:953,NM_006758:4-6:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175964:v1	chr21	-	44515548	44515646	44514765	44514898	44514581	44514673	NM_001025204:6-8:1020,NM_001025203:5-7:953,NM_006758:5-7:953,	U2AF1,
chr21:-:U2AF1:RefSeq_tri175965:v1	chr21	-	44514765	44514898	44514581	44514673	44513066	44513359	NM_001025204:7-9:1020,NM_001025203:6-8:953,NM_006758:6-8:953,	U2AF1,
chr21:-:CBS:RefSeq_tri175966:v1	chr21	-	44496335	44496472	44493376	44493451	44492095	44492311	NM_001178009:1-3:2353,NM_001178008:1-3:2567,	CBS,
chr21:-:CBS:RefSeq_tri175967:v1	chr21	-	44495880	44496040	44493376	44493451	44492095	44492311	NM_000071:1-3:2590,	CBS,
chr21:-:CBS:RefSeq_tri175968:v1	chr21	-	44493376	44493451	44492095	44492311	44488619	44488725	NM_001178009:2-4:2353,NM_001178008:2-4:2567,NM_000071:2-4:2590,	CBS,
chr21:-:CBS:RefSeq_tri175969:v1	chr21	-	44492095	44492311	44488619	44488725	44486353	44486487	NM_001178009:3-5:2353,NM_001178008:3-5:2567,NM_000071:3-5:2590,	CBS,
chr21:-:CBS:RefSeq_tri175970:v1	chr21	-	44488619	44488725	44486353	44486487	44485726	44485805	NM_001178009:4-6:2353,NM_001178008:4-6:2567,NM_000071:4-6:2590,	CBS,
chr21:-:CBS:RefSeq_tri175971:v1	chr21	-	44486353	44486487	44485726	44485805	44485497	44485631	NM_001178009:5-7:2353,NM_001178008:5-7:2567,NM_000071:5-7:2590,	CBS,
chr21:-:CBS:RefSeq_tri175972:v1	chr21	-	44485726	44485805	44485497	44485631	44485313	44485382	NM_001178009:6-8:2353,NM_001178008:6-8:2567,NM_000071:6-8:2590,	CBS,
chr21:-:CBS:RefSeq_tri175973:v1	chr21	-	44485497	44485631	44485313	44485382	44484010	44484101	NM_001178009:7-9:2353,NM_001178008:7-9:2567,NM_000071:7-9:2590,	CBS,
chr21:-:CBS:RefSeq_tri175974:v1	chr21	-	44485313	44485382	44484010	44484101	44483063	44483188	NM_001178009:8-10:2353,NM_001178008:8-10:2567,NM_000071:8-10:2590,	CBS,
chr21:-:CBS:RefSeq_tri175975:v1	chr21	-	44484010	44484101	44483063	44483188	44482421	44482505	NM_001178009:9-11:2353,NM_001178008:9-11:2567,NM_000071:9-11:2590,	CBS,
chr21:-:CBS:RefSeq_tri175976:v1	chr21	-	44483063	44483188	44482421	44482505	44480551	44480656	NM_001178009:10-12:2353,NM_001178008:10-12:2567,NM_000071:10-12:2590,	CBS,
chr21:-:CBS:RefSeq_tri175977:v1	chr21	-	44482421	44482505	44480551	44480656	44479336	44479413	NM_001178009:11-13:2353,NM_001178008:11-13:2567,NM_000071:11-13:2590,	CBS,
chr21:-:CBS:RefSeq_tri175978:v1	chr21	-	44480551	44480656	44479336	44479413	44478944	44479078	NM_001178009:12-14:2353,NM_001178008:12-14:2567,NM_000071:12-14:2590,	CBS,
chr21:-:CBS:RefSeq_tri175979:v1	chr21	-	44479336	44479413	44478944	44479078	44478255	44478363	NM_001178009:13-15:2353,NM_001178008:13-15:2567,NM_000071:13-15:2590,	CBS,
chr21:-:CBS:RefSeq_tri175980:v1	chr21	-	44478944	44479078	44478255	44478363	44476913	44476997	NM_001178009:14-16:2353,NM_001178008:14-16:2567,NM_000071:14-16:2590,	CBS,
chr21:-:CBS:RefSeq_tri175981:v1	chr21	-	44478255	44478363	44476913	44476997	44473972	44474093	NM_001178009:15-17:2353,	CBS,
chr21:-:CBS:RefSeq_tri175982:v1	chr21	-	44478255	44478363	44476913	44476997	44473301	44474093	NM_001178008:15-17:2567,NM_000071:15-17:2590,	CBS,
chr21:-:CBS:RefSeq_tri175983:v1	chr21	-	44476913	44476997	44473972	44474093	44473301	44473757	NM_001178009:16-18:2353,	CBS,
chr21:-:WDR4:RefSeq_tri175984:v1	chr21	-	44299623	44299699	44296812	44296877	44293713	44293801	NM_001260476:1-3:1998,	WDR4,
chr21:-:WDR4:RefSeq_tri175985:v1	chr21	-	44299517	44299693	44296812	44296877	44293713	44293801	NM_001260475:1-3:2098,	WDR4,
chr21:-:WDR4:RefSeq_tri175986:v1	chr21	-	44299517	44299693	44296812	44296877	44293661	44293801	NM_018669:1-3:2150,NM_033661:1-3:1537,NM_001260474:1-3:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175987:v1	chr21	-	44299102	44299385	44296812	44296877	44293713	44293801	NM_001260477:1-3:2205,	WDR4,
chr21:-:WDR4:RefSeq_tri175988:v1	chr21	-	44296812	44296877	44293713	44293801	44283550	44283706	NM_001260477:2-4:2205,NM_001260476:2-4:1998,NM_001260475:2-4:2098,	WDR4,
chr21:-:WDR4:RefSeq_tri175989:v1	chr21	-	44296812	44296877	44293661	44293801	44283550	44283706	NM_018669:2-4:2150,NM_033661:2-4:1537,NM_001260474:2-4:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175990:v1	chr21	-	44293713	44293801	44283550	44283706	44282392	44282504	NM_001260477:3-5:2205,NM_001260476:3-5:1998,NM_001260475:3-5:2098,	WDR4,
chr21:-:WDR4:RefSeq_tri175991:v1	chr21	-	44293661	44293801	44283550	44283706	44282392	44282504	NM_018669:3-5:2150,NM_033661:3-5:1537,NM_001260474:3-5:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175992:v1	chr21	-	44283550	44283706	44282392	44282504	44279772	44279832	NM_018669:4-6:2150,NM_001260477:4-6:2205,NM_001260476:4-6:1998,NM_001260475:4-6:2098,NM_033661:4-6:1537,NM_001260474:4-6:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175993:v1	chr21	-	44282392	44282504	44279772	44279832	44275792	44275890	NM_018669:5-7:2150,NM_001260477:5-7:2205,NM_001260476:5-7:1998,NM_001260475:5-7:2098,NM_033661:5-7:1537,NM_001260474:5-7:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175994:v1	chr21	-	44279772	44279832	44275792	44275890	44274672	44274736	NM_018669:6-8:2150,NM_001260477:6-8:2205,NM_001260476:6-8:1998,NM_001260475:6-8:2098,NM_033661:6-8:1537,	WDR4,
chr21:-:WDR4:RefSeq_tri175995:v1	chr21	-	44279772	44279832	44275792	44275890	44274672	44274733	NM_001260474:6-8:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175996:v1	chr21	-	44275792	44275890	44274672	44274736	44273679	44273862	NM_018669:7-9:2150,NM_001260477:7-9:2205,NM_001260476:7-9:1998,NM_001260475:7-9:2098,NM_033661:7-9:1537,	WDR4,
chr21:-:WDR4:RefSeq_tri175997:v1	chr21	-	44275792	44275890	44274672	44274733	44273679	44273862	NM_001260474:7-9:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri175998:v1	chr21	-	44274672	44274736	44273679	44273862	44272365	44272434	NM_018669:8-10:2150,NM_001260477:8-10:2205,NM_001260476:8-10:1998,NM_001260475:8-10:2098,NM_033661:8-10:1537,	WDR4,
chr21:-:WDR4:RefSeq_tri175999:v1	chr21	-	44274672	44274733	44273679	44273862	44272365	44272434	NM_001260474:8-10:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri176000:v1	chr21	-	44273679	44273862	44272365	44272434	44270151	44270352	NM_033661:9-11:1537,	WDR4,
chr21:-:WDR4:RefSeq_tri176001:v1	chr21	-	44273679	44273862	44272365	44272434	44269336	44270352	NM_018669:9-11:2150,NM_001260477:9-11:2205,NM_001260476:9-11:1998,NM_001260475:9-11:2098,NM_001260474:9-11:2147,	WDR4,
chr21:-:WDR4:RefSeq_tri176002:v1	chr21	-	44272365	44272434	44270151	44270352	44263190	44263391	NM_033661:10-12:1537,	WDR4,
